filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,HiT Year 30 - onfite werd faart,1,30.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,aim Wem 31 - ae fart,1,31.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,iT dem 32 - facta Garg feu,1,32.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,aim Ge 33 - are erm faa,1,33.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Fim tea 34 - fra oie ote aaah der feaeT,1,34.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,HiT Yen 35 - word fayrr,1,35.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,APT GUAT 36 - Weel GY,1,36.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,ArT GaN 37 - sea HX,1,37.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Hit tea 38 - anita chat wen ae crear faary,1,38.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Aim tem 39 - fahratera tere,1,39.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,aim team 40 - fafrarraer ot srarecft,1,40.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,ait tem 41 - ter,1,41.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Ait Gea 42 - weal ssi,1,42.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,SHE BAA 2022-2023 # X25 ara dk TI aflw F ara,3,2022.0,-2023.0,25.0,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,(&y ore oik Sata daw aornsit 8 fe) & waar ar,1,8.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,‘THE SATA 2022-2023 FH Aaa Maral wl wersar,2,2022.0,-2023.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 30—Department of Economic Affairs,1,30.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 31——Department of Expenditure,1,31.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 32—Department of Financial Services,1,32.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 33—Department of Public Enterprises,1,33.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 34— Department of Investment & Public Asset Management,1,34.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,revenue_admin,Demand No. 35—Department of Revenue,1,35.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,revenue_admin,Demand No. 36—Direct Taxes,1,36.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,revenue_admin,Demand No. 37—Indirect Taxes,1,37.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 38—Indian Audit and Accounts Department,1,38.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 39 —Appropriation—Interest Payments,1,39.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 40—Appropriation—Repayment of Debt,1,40.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 41—Pensions,1,41.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Demand No. 42—Transfers to States,1,42.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Sponsored and Central Sector Schemes) provisions costing €25 lakhs,1,25.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,and above in BE 2022-2023.,2,2022.0,-2023.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,Statement showing provisions in BE 2022-2023 for payment of grants-,2,2022.0,-2023.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,1-4,2,1.0,-4.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,5-32,2,5.0,-32.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,33-59,2,33.0,-59.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,60-64,2,60.0,-64.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,65-77,2,65.0,-77.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,78-81,2,78.0,-81.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,82-84,2,82.0,-84.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,"85-112,",2,85.0,-112.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,113-125,2,113.0,-125.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,126-143,2,126.0,-143.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,144-155,2,144.0,-155.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,156-166,2,156.0,-166.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,167-171,2,167.0,-171.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,172-180,2,172.0,-180.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,181-187,2,181.0,-187.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,188-236,2,188.0,-236.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,237-265,2,237.0,-265.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,1,tesseract,other,266,1,266.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,"arent at ailtare af, 2022-2023 DETAILED DEMANDS FOR GRANTS",2,2022.0,-2023.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,aye 7,1,7.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,%5 IS se TN wal ard S aS Palen erat a,1,5.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,2022-2023 # teaeert Pari a sraRayert St ory are,2,2022.0,-2023.0,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,weata {5 ara @ ale a ger Ue St wart wait eT,1,5.0,,,,,,,,,
TN Budget 2022-23 Detailed Demands for Grants.pdf,2,tesseract,other,Pra ARH TAS STATA 2022-2023 F at vg zl,2,2022.0,-2023.0,,,,,,,,
