filename,page_number,extract_method,sector,row_text,n_numbers,amount_1,amount_2,amount_3,amount_4,amount_5,amount_6,amount_7,amount_8,amount_9,amount_10
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,ÉÊ´ÉkÉ àÉÆjÉÉãÉªÉ BÉEÉÒ ¤ªÉÉè®ä´ÉÉ® àÉÉÆMÉä - ABÉE xÉVÉ® àÉå Detailed Demands of Ministry of Finance - At a Glance 1-4,2,1.0,-4.0,,,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉci´É{ÉÚhÉÇ {ÉÉÊ®ªÉÉäVÉxÉÉ+ÉÉäÆ +ÉÉè® ªÉÉäVÉxÉÉ+ÉÉäÆ {É® ÉÊ]{{ÉÉÊhÉªÉÉÆ Notes on Important Projects and Schemes 5-32,2,5.0,-32.0,,,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉÉÆMÉ ºÉÆJªÉÉ 27 - +ÉÉÉÊlÉÇBÉE BÉEÉªÉÇ ÉÊ´É£ÉÉMÉ Demand No. 27 — Department of Economic Affairs 33-61,4,27.0,27.0,33.0,-61.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉÉÆMÉ ºÉÆJªÉÉ 28 - BªÉªÉ ÉÊ´É£ÉÉMÉ Demand No. 28 — Department of Expenditure 62-66,4,28.0,28.0,62.0,-66.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉÉÆMÉ ºÉÆJªÉÉ 29 - ÉÊ´ÉkÉÉÒªÉ ºÉä´ÉÉAÆ ÉÊ´É£ÉÉMÉ Demand No. 29 — Department of Financial Services 67-79,4,29.0,29.0,67.0,-79.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉÉÆMÉ ºÉÆJªÉÉ 30 - ÉÊxÉ´Éä¶É +ÉÉè® ãÉÉäBÉE {ÉÉÊ®ºÉÆ{ÉÉÊkÉ |É¤ÉÆvÉxÉ ÉÊ´É£ÉÉMÉ Demand No. 30 — Department of Investment & Public Asset Management (DIPAM) 80-82,4,30.0,30.0,80.0,-82.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,revenue_admin,àÉÉÆMÉ ºÉÆJªÉÉ 31 - ®ÉVÉº´É ÉÊ´É£ÉÉMÉ Demand No. 31 — Department of Revenue 83-111,4,31.0,31.0,83.0,-111.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,revenue_admin,àÉÉÆMÉ ºÉÆJªÉÉ 32 - |ÉiªÉFÉ BÉE® Demand No. 32 — Direct Taxes 112-124,4,32.0,32.0,112.0,-124.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,revenue_admin,àÉÉÆMÉ ºÉÆJªÉÉ 33 - +É|ÉiªÉFÉ BÉE® Demand No. 33 — Indirect Taxes 125-150,4,33.0,33.0,125.0,-150.0,,,,,,
TN Budget 2020-21 Detailed Demands for Grants.pdf,2,camelot,other,àÉÉÆMÉ ºÉÆJªÉÉ 34 - £ÉÉ®iÉÉÒªÉ ãÉäJÉÉ {É®ÉÒFÉÉ iÉlÉÉ ãÉäJÉÉ ÉÊ´É£ÉÉMÉ Demand No. 34 — Indian Audit and Accounts Department 151-161,4,34.0,34.0,151.0,-161.0,,,,,,
